TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BENDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
7.5,2,2,202302,Feb,Wed,afternoon,LOW,Bakery,Pastry,Almond Croissant,Astoria
9.5,1,1,202302,Feb,Wed,afternoon,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Lower Manhattan
4,2,1,202302,Feb,Wed,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
3.25,1,1,202302,Feb,Wed,afternoon,LOW,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
15,6,4,202302,Feb,Wed,afternoon,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
3.5,1,1,202302,Feb,Wed,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
4.5,1,1,202302,Feb,Wed,evening,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan
24,6,2,202302,Feb,Wed,evening,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
8.95,1,1,202302,Feb,Wed,evening,LOW,Loose Tea,Black tea,English Breakfast,Hell's Kitchen
15,4,4,202302,Feb,Wed,evening,LOW,Bakery,Pastry,Chocolate Croissant,Astoria
3.25,1,1,202302,Feb,Wed,evening,LOW,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
6,2,1,202302,Feb,Wed,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
10,4,2,202302,Feb,Wed,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Hell's Kitchen
0.8,1,1,202302,Feb,Wed,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
3.5,1,1,202302,Feb,Wed,evening,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
3.75,1,1,202302,Feb,Wed,evening,LOW,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
5.6,7,4,202302,Feb,Thu,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
19.75,1,1,202302,Feb,Thu,morning,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Hell's Kitchen
7.5,2,2,202302,Feb,Thu,morning,LOW,Bakery,Pastry,Almond Croissant,Lower Manhattan
90,2,2,202302,Feb,Thu,morning,Very high,Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen
14.75,1,1,202302,Feb,Thu,morning,LOW,Coffee beans,Espresso Beans,Espresso Roast,Hell's Kitchen
4.25,1,1,202302,Feb,Thu,afternoon,LOW,Coffee,Barista Espresso,Cappuccino Lg,Astoria
2.45,1,1,202302,Feb,Thu,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
18,1,1,202302,Feb,Thu,afternoon,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan
18,1,1,202302,Feb,Thu,afternoon,LOW,Coffee beans,House blend Beans,Our Old Time Diner Blend,Hell's Kitchen
7.5,3,3,202302,Feb,Thu,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
9.5,1,1,202302,Feb,Thu,afternoon,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Lower Manhattan
9.25,1,1,202302,Feb,Thu,evening,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
1.6,2,2,202302,Feb,Thu,evening,LOW,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
6.5,2,2,202302,Feb,Thu,evening,LOW,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
12,4,2,202302,Feb,Thu,evening,LOW,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
7.5,3,2,202302,Feb,Thu,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
1.6,2,1,202302,Feb,Thu,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
3.25,1,1,202302,Feb,Thu,evening,LOW,Bakery,Scone,Ginger Scone,Astoria
0.8,1,1,202302,Feb,Thu,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
3,1,1,202302,Feb,Thu,evening,LOW,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
3.5,1,1,202302,Feb,Thu,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
18,1,1,202302,Feb,Fri,morning,LOW,Coffee beans,House blend Beans,Our Old Time Diner Blend,Lower Manhattan
18,6,4,202302,Feb,Tue,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
17.9,2,2,202302,Feb,Fri,morning,LOW,Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen
20.45,1,1,202302,Feb,Fri,morning,Very high,Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen
3.75,1,1,202302,Feb,Fri,morning,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
8.95,1,1,202302,Feb,Fri,morning,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
19.75,1,1,202302,Feb,Fri,morning,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Hell's Kitchen
8.95,1,1,202302,Feb,Fri,morning,LOW,Loose Tea,Herbal tea,Peppermint,Lower Manhattan
17.9,2,2,202302,Feb,Fri,morning,LOW,Loose Tea,Black tea,English Breakfast,Lower Manhattan
10,1,1,202302,Feb,Fri,morning,LOW,Coffee beans,Green beans,Guatemalan Sustainably Grown,Lower Manhattan
2.4,3,2,202302,Feb,Fri,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
18,6,2,202302,Feb,Fri,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
7.5,3,2,202302,Feb,Fri,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
5,2,1,202302,Feb,Fri,afternoon,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
0.8,1,1,202302,Feb,Fri,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
3.5,1,1,202302,Feb,Fri,evening,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Astoria
8,4,2,202302,Feb,Fri,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
5,2,2,202302,Feb,Fri,evening,LOW,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
6.5,2,2,202302,Feb,Fri,evening,LOW,Bakery,Scone,Cranberry Scone,Lower Manhattan
12.5,5,2,202302,Feb,Fri,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Rg,Lower Manhattan
9.25,1,1,202302,Feb,Fri,evening,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
9,3,2,202302,Feb,Fri,evening,LOW,Tea,Brewed Black tea,English Breakfast Lg,Hell's Kitchen
3.5,1,1,202302,Feb,Fri,evening,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
2.5,1,1,202302,Feb,Fri,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Astoria
6,2,1,202302,Feb,Fri,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
8.5,2,1,202302,Feb,Fri,evening,LOW,Coffee,Barista Espresso,Latte Rg,Hell's Kitchen
3.75,1,1,202302,Feb,Fri,evening,LOW,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
7.5,2,1,202302,Feb,Fri,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
8.95,1,1,202302,Feb,Fri,evening,LOW,Loose Tea,Black tea,Earl Grey,Hell's Kitchen
10,1,1,202302,Feb,Sat,morning,LOW,Coffee beans,Green beans,Guatemalan Sustainably Grown,Lower Manhattan
8.95,1,1,202302,Feb,Sat,morning,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
8.95,1,1,202302,Feb,Sat,morning,LOW,Loose Tea,Black tea,Earl Grey,Hell's Kitchen
9.25,1,1,202302,Feb,Sat,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
10.95,1,1,202302,Feb,Sat,morning,LOW,Loose Tea,Chai tea,Spicy Eye Opener Chai,Hell's Kitchen
8.95,1,1,202302,Feb,Sat,morning,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Hell's Kitchen
22.5,1,1,202302,Feb,Sat,morning,MED,Coffee beans,Organic Beans,Organic Decaf Blend,Lower Manhattan
8,2,1,202302,Feb,Sat,afternoon,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
7.5,2,2,202302,Feb,Sat,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Astoria
15.4,7,5,202302,Feb,Sat,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
7.5,2,2,202302,Feb,Sat,afternoon,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
8.95,1,1,202302,Feb,Sat,afternoon,LOW,Loose Tea,Herbal tea,Peppermint,Hell's Kitchen
7.6,1,1,202302,Feb,Sat,afternoon,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan
3,1,1,202302,Feb,Sat,afternoon,LOW,Coffee,Barista Espresso,Espresso shot,Astoria
21,1,1,202302,Feb,Sat,afternoon,MED,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
9.25,1,1,202302,Feb,Sat,afternoon,LOW,Loose Tea,Green tea,Serenity Green Tea,Hell's Kitchen
3.75,1,1,202302,Feb,Sat,afternoon,LOW,Bakery,Pastry,Almond Croissant,Astoria
3.25,1,1,202302,Feb,Sat,afternoon,LOW,Bakery,Scone,Ginger Scone,Hell's Kitchen
1.6,2,1,202302,Feb,Sat,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
2.5,1,1,202302,Feb,Sat,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Astoria
9,3,1,202302,Feb,Sat,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
1.6,2,1,202302,Feb,Sat,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
6,2,1,202302,Feb,Sat,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Hell's Kitchen
2.65,1,1,202302,Feb,Sat,evening,LOW,Bakery,Scone,Ginger Scone,Lower Manhattan
8,2,1,202302,Feb,Sat,evening,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
7.5,2,1,202302,Feb,Sat,evening,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
3.1,1,1,202302,Feb,Sat,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
14.75,1,1,202302,Feb,Sat,evening,LOW,Coffee beans,Espresso Beans,Espresso Roast,Hell's Kitchen
7.5,3,1,202302,Feb,Sat,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
6.5,2,2,202302,Feb,Sat,evening,LOW,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
8.95,1,1,202302,Feb,Sat,evening,LOW,Loose Tea,Black tea,English Breakfast,Hell's Kitchen
3,1,1,202302,Feb,Sat,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
28,2,2,202302,Feb,Sun,morning,MED,Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan
19.75,1,1,202302,Feb,Sun,morning,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Hell's Kitchen
17.9,2,2,202302,Feb,Sun,morning,LOW,Loose Tea,Black tea,Earl Grey,Hell's Kitchen
15,1,1,202302,Feb,Sun,afternoon,LOW,Coffee beans,Gourmet Beans,Columbian Medium Roast,Hell's Kitchen
4.5,1,1,202302,Feb,Sun,afternoon,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Hell's Kitchen
3.75,1,1,202302,Feb,Sun,afternoon,LOW,Bakery,Pastry,Almond Croissant,Hell's Kitchen
18,1,1,202302,Feb,Sun,afternoon,LOW,Coffee beans,House blend Beans,Our Old Time Diner Blend,Lower Manhattan
3.5,1,1,202302,Feb,Sun,afternoon,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
14.75,1,1,202302,Feb,Sun,afternoon,LOW,Coffee beans,Espresso Beans,Espresso Roast,Lower Manhattan
3,1,1,202302,Feb,Sun,afternoon,LOW,Bakery,Scone,Oatmeal Scone,Lower Manhattan
2.2,1,1,202302,Feb,Sun,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Hell's Kitchen
18,1,1,202302,Feb,Sun,afternoon,LOW,Coffee beans,House blend Beans,Our Old Time Diner Blend,Hell's Kitchen
3.1,1,1,202302,Feb,Sun,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
19.75,1,1,202302,Feb,Sun,afternoon,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan
12,3,2,202302,Feb,Sun,evening,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
6.5,2,2,202302,Feb,Sun,evening,LOW,Bakery,Scone,Ginger Scone,Hell's Kitchen
15,1,1,202302,Feb,Sun,evening,LOW,Coffee beans,Gourmet Beans,Columbian Medium Roast,Lower Manhattan
3,1,1,202302,Feb,Sun,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
3.5,1,1,202302,Feb,Sun,evening,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
28,1,1,202302,Feb,Sun,evening,MED,Branded,Clothing,I Need My Bean! T-shirt,Lower Manhattan
8.5,2,1,202302,Feb,Sun,evening,LOW,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
1.6,2,1,202302,Feb,Sun,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
2.45,1,1,202302,Feb,Sun,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
15,5,3,202302,Feb,Tue,afternoon,LOW,Tea,Brewed herbal tea,Peppermint Lg,Hell's Kitchen
6,2,1,202302,Feb,Sun,morning,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria
28,1,1,202302,Feb,Mon,morning,MED,Branded,Clothing,I Need My Bean! T-shirt,Lower Manhattan
45,1,1,202302,Feb,Mon,morning,HIGH,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
9.25,1,1,202302,Feb,Mon,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
21,1,1,202302,Feb,Mon,morning,MED,Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan
18,1,1,202302,Feb,Mon,morning,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan
45,1,1,202302,Feb,Mon,afternoon,HIGH,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
6,2,1,202302,Feb,Mon,afternoon,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Hell's Kitchen
3.5,1,1,202302,Feb,Mon,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
24,2,2,202302,Feb,Mon,afternoon,MED,Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan
9,3,2,202302,Feb,Mon,afternoon,LOW,Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan
10,4,2,202302,Feb,Mon,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan
8.95,1,1,202302,Feb,Mon,afternoon,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
6,2,1,202302,Feb,Mon,afternoon,LOW,Tea,Brewed herbal tea,Peppermint Lg,Astoria
19.75,1,1,202302,Feb,Mon,afternoon,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan
6.4,1,1,202302,Feb,Mon,afternoon,LOW,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Lower Manhattan
2.5,1,1,202302,Feb,Mon,afternoon,LOW,Tea,Brewed Black tea,English Breakfast Rg,Hell's Kitchen
6.4,1,1,202302,Feb,Mon,evening,LOW,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Lower Manhattan
3,1,1,202302,Feb,Mon,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
0.8,1,1,202302,Feb,Mon,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
8.5,2,2,202302,Feb,Mon,evening,LOW,Coffee,Barista Espresso,Latte Rg,Astoria
4,2,1,202302,Feb,Mon,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria
8.5,2,1,202302,Feb,Mon,evening,LOW,Coffee,Barista Espresso,Latte Rg,Lower Manhattan
3,1,1,202302,Feb,Mon,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
3.75,1,1,202302,Feb,Mon,evening,LOW,Bakery,Pastry,Almond Croissant,Lower Manhattan
3.5,1,1,202302,Feb,Mon,night,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Hell's Kitchen
4,1,1,202302,Feb,Mon,night,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
2.1,1,1,202302,Feb,Mon,night,LOW,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
3.25,1,1,202302,Feb,Mon,night,LOW,Bakery,Scone,Ginger Scone,Hell's Kitchen
3.25,1,1,202302,Feb,Mon,night,LOW,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
2,1,1,202302,Feb,Mon,night,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Hell's Kitchen
3,1,1,202302,Feb,Mon,night,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
3.75,1,1,202302,Feb,Mon,night,LOW,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
9.3,3,2,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Hell's Kitchen
12,4,3,202302,Feb,Tue,afternoon,LOW,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
6.2,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Hell's Kitchen
3,1,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
3.5,1,1,202302,Feb,Tue,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
5,2,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
8,2,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
13.2,6,3,202302,Feb,Tue,afternoon,LOW,Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria
7.5,3,2,202302,Feb,Tue,afternoon,LOW,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
4,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
2.5,1,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Black tea,English Breakfast Rg,Lower Manhattan
7.5,3,2,202302,Feb,Tue,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
11.25,3,2,202302,Feb,Tue,afternoon,LOW,Coffee,Barista Espresso,Latte,Hell's Kitchen
4.4,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
18.75,5,3,202302,Feb,Tue,afternoon,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
5,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan
10.5,3,2,202302,Feb,Tue,afternoon,LOW,Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria
3.75,1,1,202302,Feb,Tue,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
3.25,1,1,202302,Feb,Tue,afternoon,LOW,Bakery,Scone,Ginger Scone,Astoria
3,1,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
7.5,3,2,202302,Feb,Tue,afternoon,LOW,Tea,Brewed herbal tea,Lemon Grass Rg,Hell's Kitchen
3,1,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
3.5,1,1,202302,Feb,Tue,afternoon,LOW,Bakery,Pastry,Croissant,Lower Manhattan
7.5,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
4.9,2,2,202302,Feb,Tue,afternoon,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
6,2,1,202302,Feb,Tue,afternoon,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Hell's Kitchen
3.75,1,1,202302,Feb,Tue,afternoon,LOW,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria
2.55,1,1,202302,Feb,Tue,afternoon,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
3.5,1,1,202302,Feb,Tue,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
7,2,2,202302,Feb,Tue,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
3.1,1,1,202302,Feb,Tue,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
7.5,2,2,202302,Feb,Tue,evening,LOW,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
12,4,3,202302,Feb,Tue,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
6.5,2,2,202302,Feb,Tue,evening,LOW,Bakery,Scone,Cranberry Scone,Astoria
10,4,2,202302,Feb,Tue,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan
3,1,1,202302,Feb,Tue,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
4.9,2,1,202302,Feb,Tue,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
9,3,2,202302,Feb,Tue,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
10,4,3,202302,Feb,Tue,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
6,2,1,202302,Feb,Tue,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
7.5,3,2,202302,Feb,Tue,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Hell's Kitchen
6,2,1,202302,Feb,Tue,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
9.3,3,2,202302,Feb,Tue,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan
6,2,1,202302,Feb,Tue,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan
6,2,1,202302,Feb,Tue,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
2,1,1,202302,Feb,Tue,evening,LOW,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
3,1,1,202302,Feb,Tue,evening,LOW,Bakery,Scone,Oatmeal Scone,Astoria
10.5,3,2,202302,Feb,Tue,evening,LOW,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
3.75,1,1,202302,Feb,Tue,evening,LOW,Bakery,Pastry,Chocolate Croissant,Astoria
48,16,8,202303,Mar,Wed,morning,HIGH,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan
48,16,9,202303,Mar,Wed,morning,HIGH,Coffee,Barista Espresso,Espresso shot,Lower Manhattan
48,16,10,202303,Mar,Wed,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
62.5,25,17,202303,Mar,Wed,morning,Very high,Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan
76.5,17,11,202303,Mar,Wed,morning,Very high,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan
68.2,22,14,202303,Mar,Wed,morning,Very high,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan
36,12,7,202303,Mar,Wed,morning,MED,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
99.75,21,14,202303,Mar,Wed,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan
40,16,13,202303,Mar,Wed,morning,MED,Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan
36,12,12,202303,Mar,Wed,morning,MED,Bakery,Scone,Oatmeal Scone,Lower Manhattan
45,12,8,202303,Mar,Wed,morning,HIGH,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
71.25,19,19,202303,Mar,Wed,morning,Very high,Bakery,Pastry,Chocolate Croissant,Lower Manhattan
36,18,10,202303,Mar,Wed,morning,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan
49,20,12,202303,Mar,Wed,morning,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
53.55,21,11,202303,Mar,Wed,morning,HIGH,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan
45,15,10,202303,Mar,Wed,morning,HIGH,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
24.2,11,8,202303,Mar,Wed,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan
60,23,14,202303,Mar,Wed,morning,HIGH,Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan
85,20,15,202303,Mar,Wed,morning,Very high,Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan
68,17,10,202303,Mar,Wed,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
48.75,13,13,202303,Mar,Wed,morning,HIGH,Bakery,Scone,Jumbo Savory Scone,Lower Manhattan
35,14,10,202303,Mar,Wed,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan
7,2,2,202303,Mar,Wed,morning,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
104.5,22,14,202303,Mar,Wed,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Hell's Kitchen
51,17,11,202303,Mar,Wed,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Lg,Hell's Kitchen
52.5,15,10,202303,Mar,Wed,morning,HIGH,Coffee,Gourmet brewed coffee,Ethiopia Lg,Hell's Kitchen
59.5,17,11,202303,Mar,Wed,morning,HIGH,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
67.5,18,11,202303,Mar,Wed,morning,Very high,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
25.5,10,7,202303,Mar,Wed,morning,MED,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
33,11,8,202303,Mar,Wed,morning,MED,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
